Genre,Name,Author,Lvl.nov,Lvl.adv,Lvl.exh,Lvl.inf/grv/hvn/vid/xcd/mxm
"VOCALOID","Ray","源屋",4,8,12,16
"BEMANI","rainbow flyer -gratitude remix-","PHQUASE",5,9,16
"동방 어레인지","明星ロケット","岸田教団＆THE明星ロケッツ",3,8,13
"동방 어레인지","幻想のサテライト","豚乙女",5,11,16,18
"동방 어레인지","Runway Drive","FELT",2,7,11
"동방 어레인지","Grip & Break down !! - SDVX Edit. -","SOUND HOLIC feat. Nana Takahashi",5,10,15
"동방 어레인지","taboo tears you up 2008","REDALiCE",4,10,15
"동방 어레인지","チルノのパーフェクトさんすう教室","ARM(IOSYS)",5,10,13,16
"동방 어레인지","Bad Apple!! feat. nomico","Alstroemeria Records",2,7,12,16
"BEMANI","Ganymede kamome mix","kamome sano",6,11,17,19
"BEMANI","GAMBOL (dfk SLC rmx)","D.F.K.Soundsystem",3,10,13,16
"BEMANI","SEED (DJ Noriken Remix)","DJ Noriken",7,12,14
"FLOOR","Distorted Floor","RoughSketch",6,11,15,17
"FLOOR","Fire Strike","Junk",3,9,13,17
"FLOOR","freaky freak","kamome sano",4,12,15,17
"FLOOR","World Vertex","void",4,12,14,16
"BEMANI","Ignited Night burst","N-driver",5,10,14
"FLOOR","Onigo","Hommarju",6,11,16,18
"FLOOR","caramel ribbon","P*Light",4,9,13,16
"BEMANI","サヨナラ・ヘヴン （かめりあ's NEKOMATAelectroRMX）","かめりあ",3,7,12,17
"FLOOR","Space Diver Tama","黒魔",3,8,15,17
"FLOOR","SOUL EXPLOSION","kanone",4,9,13
"BEMANI",".59 -BOOTH BOOST REMIX-","IDEA+RHYTHM",4,8,13,17
"FLOOR","香港功夫大旋風","Daisuke Ohnuma",6,11,16,17
"FLOOR","レトロスペクティビリー・メリーゴーランド","はるなば",2,7,12
"BEMANI","恋する☆宇宙戦争っ！！ あばばばみっくす","ARM (IOSYS)",6,12,15,15
"BEMANI","突撃!ガラスのニーソ姫! D.watt nu-denpa RMX","D.watt(IOSYS)",5,10,15
"VOCALOID","RPGシンドローム","幽閉カタルシス",5,10,13
"SDVX 오리지널","cloud","EZFG",4,8,12,17
"VOCALOID","世界はネコのもの","Nem",2,6,12
"SDVX 오리지널","TYCOON","SOUND HOLIC feat. Nana Takahashi",5,10,15,17
"BEMANI","neu BSP style","cosMo＠暴走P",4,9,16
"VOCALOID","不思議玩具ガンガラディンドン","マチゲリータ",5,8,14
"BEMANI","FLOWER REDALiCE Remix","REDALiCE",6,11,16,18
"SDVX 오리지널","ヤサイマシ☆ニンニクアブラオオメ","azuma feat. ななひら",4,8,13,16
"VOCALOID","U&M","emon",2,5,8
"VOCALOID","サイコパスコミュニケーション","ゆちゃP",4,7,10,13
"VOCALOID","Second Heaven Lamaze-REMIX","ラマーズP",3,8,13
"VOCALOID","Xepher Light and Darkness Dragon REMIX","デッドボールP",5,9,16,18
"VOCALOID","Diamond Dust Black Diamond Dust","azuma",4,8,12
"BEMANI","遠く Dexholic Mix","Dixie Flatline feat.祭屋",2,6,11
"BEMANI","冥 Rockin' SWING REMIX","164",6,13,16,18
"VOCALOID","RED ZONE NeoClassical Party Remix","幽閉カタルシス",4,11,14
"BEMANI","ALBIDA Powerless Mix","無力P",5,10,13,17
"SDVX 오리지널","It's over","ゆよゆっぺ feat.めらみぽっぷ",1,8,12,13
"SDVX 오리지널","Iterator","yanagi",2,8,10
"VOCALOID","Evans VolteX Pf arrange","cosMo＠暴走P",5,9,15,18
"SDVX 오리지널","good high school","baker",2,5,8,17
"VOCALOID","ごりらがいるんだ","ピノキオP",4,8,12,15
"BEMANI","jet coaster☆girl sasakure.UK tRiCkStAr Remix","sasakure.UK feat. mirto",1,5,9
"SDVX 오리지널","dilemma","豚乙女",2,6,10
"VOCALOID","SurVALI","YM",3,8,11
"BEMANI","smooooch・∀・ KN mix","KN",3,8,13
"VOCALOID","とある少年の一日","蝶々P",3,7,12
"VOCALOID","ナナイロ","otetsu",2,7,10,13
"VOCALOID","西日暮里の踊り","家の裏でマンボウが死んでるP",4,7,12,16
"SDVX 오리지널","Ha･lle･lu･jah","SOUND HOLIC feat. Nana Takahashi",4,7,13,15
"VOCALOID","バタフライキャット","daniwell",3,8,13,15
"SDVX 오리지널","PULSE LASER","ヒゲドライバー",2,7,12,16
"BEMANI","Broken 8cmix","iroha(sasaki)",6,10,14,18
"BEMANI","MAX 300 takamatt MIN REMIX","takamatt",4,9,13
"VOCALOID","Love♡sicK","8#Prince(八王子P)",3,7,11
"VOCALOID","Rebellious stage","Dios/シグナルP",2,6,10,13
"VOCALOID","凛として咲く花の如く スプーキィテルミィンミックス","マチゲリータ",1,6,11,15
